Timestamp, AgeGroup,Gender,YearsExperience,Discipline,PolicyAwareness_NG,PolicyAwareness_NG_Code,PolicyAwareness_Global,PolicyAwareness_Global_Code,OrgAdoption,OrgAdoption_Code,PersonalAdoption,PersonalAdoption_Code,Sustainable_pratice_implemented,Adopt_Waste,Adopt_Water,Adopt_Energy,Adopt_GreenInfra,Adopt_ClimateDesign,AdoptionScore,Infrastructure_reliability,Infra_Water,Infra_Electricity,Infra_Waste,Infra_Sewer,Infra_Internet,InfraIndex,Critical_gaps,balanced_state,Region,ClimatePolicy_Familiarity,ClimatePolicy_Familiarity_Code,Paris_Target_Achievability,Paris_Target_Achievability_Code,observed_urban_changes ,Change_Flooding,Change_LandUse,Change_UrbanSprawl,Change_Temperature,Change_InformalSettlement,ChangeScore,Perceived_Professional_Impact_on_SUD,Perceived_Professional_Impact_on_SUD_code,Key_Contribution_Areas,Contrib_Waste,Contrib_Water,Contrib_Energy,Contrib_GreenInfra,Contrib_ClimateDesign,ContributionScore,Column 51,Column 52
2025-10-09 16:44:25,25 - 34,Male,3 - 5 years,Environmental Professionals,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",1,0,1,0,0,2,Solid waste collection,0,0,1,0,0,1,"Poor implementation by institutions, Unorganized infrastructure for water, waste, and energy, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Calabar,South South,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Urban sprawl, Rising temperatures",0,0,1,1,0,2,To a moderate extent,1,"Waste Management, Water Conservation, Energy Efficiency",1,1,1,0,0,3,,
2025-10-13 00:22:35,35 - 44,Male,6 - 10 years,Real Estate Professionals,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",0,0,1,0,1,2,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Lack of awareness about sustainability policies, Not enough funding for green projects, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts",Abuja,North Central,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Land-use change, Urban sprawl",0,1,1,0,0,2,To a great extent,2,"Energy Efficiency, Green Infrastructure, Climate-resilient Design",0,0,1,1,1,3,,
2025-10-15 09:50:15,25 - 34,Male,6 - 10 years,Quantity Surveyors,Somewhat familiar,1,"Yes, i am very familiar",2,Not really,0,"Yes, I actively incorporate sustainability in my work.",3,"Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",0,0,1,0,0,1,Internet access,0,0,0,0,1,1,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions",Lagos,South West,Not familiar,0,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Rising temperatures",1,0,0,1,0,2,To a great extent,2,"Energy Efficiency, Green Infrastructure",0,0,1,1,0,2,,
2025-10-15 10:16:05,35 - 44,Male,11 - 20 years,Urban Planners,Expert level,3,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,1,1,1,5,Electricity,0,1,0,0,0,1,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Abuja,North Central,Very familiar,2,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",1,1,1,1,1,5,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-10-16 07:10:34,35 - 44,Male,11 - 20 years,Quantity Surveyors,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",1,0,1,1,0,3,"Clean water supply, Electricity, Internet access",1,1,0,0,1,3,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts",Port-Harcourt,South South,Very familiar,2,"Yes, but only with significant efforts and external support",3,"Increased flooding, Urban sprawl, Informal settlement expansion",1,0,1,0,1,3,To a great extent,2,Green Infrastructure,0,0,0,1,0,1,,
2025-10-17 22:18:59,25 - 34,Male,11 - 20 years,Engineers,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",0,0,1,1,1,3,Sewerage/drainage,0,0,0,1,0,1,"Poor implementation by institutions, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability",Kano,North West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Rising temperatures, Informal settlement expansion",1,0,0,1,1,3,To a great extent,2,"Waste Management, Green Infrastructure, Climate-resilient Design",1,0,0,1,1,3,,
2025-10-18 17:38:38,35 - 44,Female,3 - 5 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",1,1,1,1,0,4,Clean water supply,1,0,0,0,0,1,"Poor implementation by institutions, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Akure,South West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Land-use change, Informal settlement expansion",0,1,0,0,1,2,To a great extent,2,"Water Conservation, Climate-resilient Design",0,1,0,0,1,2,,
2025-10-19 10:58:29,Under 25,Female,0 -2 years,Urban Planners,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",1,0,1,0,0,2,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Abuja,North Central,Not familiar,0,"Yes, but only with significant efforts and external support",3,Informal settlement expansion,0,0,0,0,1,1,To a great extent,2,"Waste Management, Energy Efficiency, Green Infrastructure",1,0,1,1,0,3,,
2025-10-23 10:02:25,25 - 34,Female,3 - 5 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,1,1,1,5,"Clean water supply, Solid waste collection, Sewerage/drainage, Internet access",1,0,1,1,1,4,"Poor implementation by institutions, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts",Lagos,South West,Very familiar,2,"Yes, but only with significant efforts and external support",3,"Increased flooding, Urban sprawl, Rising temperatures, Informal settlement expansion",1,0,1,1,1,4,To a great extent,2,"Green Infrastructure, Climate-resilient Design",0,0,0,1,1,2,,
2025-10-24 11:06:37,Under 25,Male,0 -2 years,Urban Planners,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Water conservation methods (e.g., rainwater harvesting, low-flow systems), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",0,1,0,1,1,3,"Clean water supply, Electricity, Internet access",1,1,0,0,1,3,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Regional inequality in infrastructure or service delivery",Plateau,North Central,Very familiar,2,I am unsure or do not have enough information on the topic.,2,"Land-use change, Informal settlement expansion",0,1,0,0,1,2,To a moderate extent,1,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-10-25 04:02:34,25 - 34,Male,6 - 10 years,Urban Planners,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",1,0,0,1,0,2,"Clean water supply, Electricity, Internet access",1,1,0,0,1,3,"Poor implementation by institutions, Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Regional inequality in infrastructure or service delivery",Port-Harcourt,South South,Not familiar,0,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures",1,1,1,1,0,4,To a great extent,2,"Energy Efficiency, Green Infrastructure, Climate-resilient Design",0,0,1,1,1,3,,
2025-10-28 11:34:09,25 - 34,Female,6 - 10 years,Environmental Professionals,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,1,0,1,3,Sewerage/drainage,0,0,0,1,0,1,"Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Abuja,North Central,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",0,1,1,1,1,4,To a moderate extent,1,"Green Infrastructure, Climate-resilient Design",0,0,0,1,1,2,,
2025-10-29 14:41:25,35 - 44,Male,6 - 10 years,Environmental Professionals,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,1,1,1,4,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage",1,1,1,1,0,4,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Low government support for sustainability, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",I work across different states in Nigeria,National,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",1,1,1,1,1,5,To a great extent,2,"Waste Management, Climate-resilient Design",1,0,0,0,1,2,,
2025-10-30 11:41:04,25 - 34,Female,3 - 5 years,Environmental Professionals,Very familiar,2,Somewhat familiar,1,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal)",1,0,0,0,0,1,Solid waste collection,0,0,1,0,0,1,"Lack of awareness about sustainability policies, Not enough funding for green projects, Low government support for sustainability, Limited knowledge about renewable energy solutions",Abuja,North Central,Very familiar,2,"Yes, but only with significant efforts and external support",3,"Increased flooding, Rising temperatures",1,0,0,1,0,2,To a great extent,2,Energy Efficiency,0,0,1,0,0,1,,
2025-10-31 09:52:05,35 - 44,Male,11 - 20 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,Not really,0,"Yes, but only occasionally or when required.",2,"Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",0,0,1,0,0,1,Electricity,0,1,0,0,0,1,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Very familiar,2,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",1,1,1,1,1,5,To a great extent,2,"Waste Management, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,0,1,1,1,4,,
2025-11-04 07:28:24,35 - 44,Male,6 - 10 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,0,1,1,3,"Clean water supply, Solid waste collection, Sewerage/drainage",1,0,1,1,0,3,"Poor implementation by institutions, Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Regional inequality in infrastructure or service delivery",Abuja,North Central,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Land-use change, Urban sprawl, Informal settlement expansion",0,1,1,0,1,3,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-11-05 08:48:01,25 - 34,Male,3 - 5 years,Architect,Somewhat familiar,1,Somewhat familiar,1,"Yes, extensively",2,"Yes, but only occasionally or when required.",2,"Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",0,1,1,0,1,3,"Clean water supply, Electricity, Solid waste collection, Internet access",1,1,1,0,1,4,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Cross River,South South,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Rising temperatures, Informal settlement expansion",0,0,0,1,1,2,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
